Company Name,Sanctions Program,Country,Risk Details
INVERSORA PANACOL S.A.,SDNTK,Panama,RUC # 720126-1-472906 (Panama).
C.I. CAFFEE VALORES S.A.,SDNTK,Panama,"Public Registration Number 467323, Doc. 694710 (Panama)."
COMPANIA REAL DE PANAMA S.A.,SDNTK,Panama,RUC # 347674-1-417135 (Panama).
CLAN DEL GOLFO,SDNTK] [FTO] [SDGT] [ILLICIT-DRUGS-EO14059,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; Organization Type: Transnational Terrorist Group; Target Type Criminal Organization."
ALUMINAT,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
PARS AMAYESH SANAAT KISH,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
TAGHTIRAN KASHAN COMPANY,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
PISHRO SYSTEMS RESEARCH COMPANY,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
TRANS MULTI MECHANICS CO. LTD.,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
BRACRO S.A.,SDNTK,Panama,RUC # 990805-1-534158 (Panama).
ZOLAL IRAN COMPANY,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
BANDAR IMAM PETROCHEMICAL COMPANY,IRAN] [NPWMD] [IFSR,Iran,Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 6301 (Iran); a.k.a. 'BIPC'; Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO.
BU ALI SINA PETROCHEMICAL COMPANY,IRAN] [NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO.
MOBIN PETROCHEMICAL COMPANY,IRAN] [NPWMD] [IFSR,Iran,Website www.mobinpc.net; Additional Sanctions Information - Subject to Secondary Sanctions; Registration ID 837 (Iran); a.k.a. 'MPC'; Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO.
NOURI PETROCHEMICAL COMPANY,IRAN] [NPWMD] [IFSR,Iran,Website www.bpciran.com; Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 941 (Iran); Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO.
PARS PETROCHEMICAL COMPANY,IRAN] [NPWMD] [IFSR,,Website www.parspc.net; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'P.P.C.'; Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO.
SHAHID TONDGOYAN PETROCHEMICAL COMPANY,IRAN] [NPWMD] [IFSR,,Website www.stpc.ir; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'STPC'; Linked To: PERSIAN GULF PETROCHEMICAL INDUSTRY CO.
SHAZAND PETROCHEMICAL COMPANY,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
TABRIZ PETROCHEMICAL COMPANY,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
ANDISHEH ZOLAL,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
PETRO GREEN,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
GLOBAL SEA LINE CO LTD,NPWMD] [IFSR,,Email Address globalsealine@gmail.com; Additional Sanctions Information - Subject to Secondary Sanctions.
ENERGY GLOBAL INTERNATIONAL FZE,NPWMD] [IFSR,,Email Address MD@energyglobal.info; Additional Sanctions Information - Subject to Secondary Sanctions.
KYRGYZ TRANS AVIA,SDGT] [IFSR,,"Additional Sanctions Information - Subject to Secondary Sanctions; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
SIRJANCO TRADING L.L.C.,SDGT] [IFSR,,"Additional Sanctions Information - Subject to Secondary Sanctions; Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
COMMITTEE TO DETERMINE INSTANCES OF CRIMINAL CONTENT,IRAN-TRA,,Website http://internet.ir; Additional Sanctions Information - Subject to Secondary Sanctions.
OFOGH SABERIN ENGINEERING DEVELOPMENT COMPANY,IRAN-TRA,,Additional Sanctions Information - Subject to Secondary Sanctions.
EXECUTION OF IMAM KHOMEINI'S ORDER,IRAN] [IRAN-EO13876,,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'EIKO'; a.k.a. 'SETAD'.
TOSEE EQTESAD AYANDEHSAZAN COMPANY,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
TADBIR ECONOMIC DEVELOPMENT GROUP,IRAN] [IRAN-EO13876,Iran,Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 10103871690 (Iran); Registration Number 341189 (Iran); Linked To: EXECUTION OF IMAM KHOMEINI'S ORDER.
TADBIR INVESTMENT COMPANY,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
MODABER,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
TADBIR CONSTRUCTION DEVELOPMENT COMPANY,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
TADBIR ENERGY DEVELOPMENT GROUP CO.,IRAN] [IRAN-EO13876,Iran,Website http://www.tadbirenergy.com; Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 10103669614 (Iran); Registration Number 329465 (Iran); Linked To: TADBIR ECONOMIC DEVELOPMENT GROUP.
REY INVESTMENT COMPANY,IRAN,,Website http://www.rey-co.com; Additional Sanctions Information - Subject to Secondary Sanctions.
REYCO GMBH.,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
MCS INTERNATIONAL GMBH,IRAN,,Website http://www.mcs-tch.com; Additional Sanctions Information - Subject to Secondary Sanctions.
MCS ENGINEERING,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
GOLDEN RESOURCES TRADING COMPANY L.L.C.,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'GRTC'.
CYLINDER SYSTEM L.T.D.,IRAN,Croatia,Website http://www.csc-sb.hr; Additional Sanctions Information - Subject to Secondary Sanctions; Registration ID 050038884 (Croatia); Tax ID No. 27694384517 (Croatia).
AMIN INVESTMENT BANK,IRAN] [IRAN-EO13902,,Website http://www.aminib.com; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'AMIN IB'.
PARDIS INVESTMENT COMPANY,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
MELLAT INSURANCE COMPANY,IRAN,,Website http://www.mellatinsurance.com; Additional Sanctions Information - Subject to Secondary Sanctions.
IRAN & SHARGH COMPANY,IRAN,,Website http://www.iranoshargh.com; Additional Sanctions Information - Subject to Secondary Sanctions.
IRAN & SHARGH LEASING COMPANY,IRAN,,Website http://www.isleasingco.com; Additional Sanctions Information - Subject to Secondary Sanctions.
TADBIR BROKERAGE COMPANY,IRAN,,Website http://www.tadbirbroker.com; Additional Sanctions Information - Subject to Secondary Sanctions.
ZARIN RAFSANJAN CEMENT COMPANY,IRAN,,Website http://www.zarrincement.com; Additional Sanctions Information - Subject to Secondary Sanctions.
RISHMAK PRODUCTIVE & EXPORTS COMPANY,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
OMID REY CIVIL & CONSTRUCTION COMPANY,IRAN,,Website http://www.omidrey.com; Additional Sanctions Information - Subject to Secondary Sanctions.
BEHSAZ KASHANE TEHRAN CONSTRUCTION CO.,IRAN,,Website http://www.behsazco.ir; Additional Sanctions Information - Subject to Secondary Sanctions.
ROYAL ARYA CO.,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
HORMOZ OIL REFINING COMPANY,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
GHAED BASSIR PETROCHEMICAL PRODUCTS COMPANY,IRAN] [IRAN-EO13876,Iran,Website http://www.gbpc.net; Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 10101795696 (Iran); Registration Number 136434 (Iran); Linked To: TADBIR ENERGY DEVELOPMENT GROUP CO.
PERSIA OIL & GAS INDUSTRY DEVELOPMENT CO.,IRAN] [IRAN-EO13876,Iran,Website http://www.pogidc.com; Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 10102933619 (Iran); Registration Number 252925 (Iran); Linked To: TADBIR ENERGY DEVELOPMENT GROUP CO.
PARS OIL CO.,IRAN] [IRAN-EO13876,Iran,Website http://www.parsoilco.com; Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 10100302746 (Iran); Registration Number 6388 (Iran); Linked To: TADBIR ENERGY DEVELOPMENT GROUP CO.
COMMERCIAL PARS OIL CO.,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
MARJAN PETROCHEMICAL COMPANY,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
GHADIR INVESTMENT COMPANY,IRAN,,Website http://www.ghadir-invest.com; Additional Sanctions Information - Subject to Secondary Sanctions.
SADAF PETROCHEMICAL ASSALUYEH COMPANY,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
POLYNAR COMPANY,IRAN,,Website http://www.polynar.com; Additional Sanctions Information - Subject to Secondary Sanctions.
ONE CLASS PROPERTIES (PTY) LTD.,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
ONE VISION INVESTMENTS 5 (PTY) LTD.,IRAN,South Africa,Additional Sanctions Information - Subject to Secondary Sanctions; Registration ID 2002/022757/07 (South Africa).
PARS MCS,IRAN,,Website http://www.parsmcs.com; Additional Sanctions Information - Subject to Secondary Sanctions.
OIL INDUSTRY INVESTMENT COMPANY,IRAN,,Website http://www.oiic-ir.com; Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'O.I.I.C.'.
REY NIRU ENGINEERING COMPANY,IRAN] [IRAN-EO13876,Iran,Website http://www.reyniroo.com; Additional Sanctions Information - Subject to Secondary Sanctions; National ID No. 10102819429 (Iran); Registration Number 241189 (Iran); Linked To: TADBIR ENERGY DEVELOPMENT GROUP CO.
DAEDONG CREDIT BANK,NPWMD,,"SWIFT/BIC DCBKKPPY; Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214; a.k.a. 'DCB'."
DCB FINANCE LIMITED,NPWMD,,"Secondary sanctions risk: North Korea Sanctions Regulations, sections 510.201 and 510.210; Transactions Prohibited For Persons Owned or Controlled By U.S. Financial Institutions: North Korea Sanctions Regulations section 510.214."
SWISS MANAGEMENT SERVICES SARL,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
KASB INTERNATIONAL LLC,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions; Telephone Number: (971) (4) (3248000).
PETRO ROYAL FZE,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
AA ENERGY FZCO,IRAN,,Additional Sanctions Information - Subject to Secondary Sanctions.
"GANADEROS AGRICULTORES DEL NORTE, S. DE R.L. DE C.V.",SDNTK,Honduras,RTN 05019005483678 (Honduras); a.k.a. 'GAN'.
"PALMA DEL BAJO AGUAN, S.A.",SDNTK,Honduras,RTN 05019007109210 (Honduras); a.k.a. 'PALMEROS DEL BAJO AGUAN'.
"MINERA MI ESPERANZA, S.A.",SDNTK,Honduras,RTN 08019011419066 (Honduras).
"INMOBILIARIA RIVERA MARADIAGA, S.A. DE C.V.",SDNTK,Honduras,RTN 08019009234360 (Honduras).
"DISTRIBUIDORA E IMPORTADORA DE PRODUCTOS MEDICOS DEL NORTE, S.A. DE C.V.",SDNTK,Mexico,Folio Mercantil No. 117592 (Mexico) issued 11 Nov 2009; SRE Permit No. 1909004 (Mexico).
JAMIA TALEEM-UL-QURAN-WAL-HADITH MADRASSA,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
MUHAMMAD JAMAL NETWORK,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
CEC LIMITED,SDNTK,,Website www.cecchem.com; alt. Website www.eric1234.com.
BOKO HARAM,FTO] [SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
ANSARU,FTO] [SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'JAMBS'."
LA OFICINA DE ENVIGADO,SDNTK,,
QODS AVIATION INDUSTRIES,NPWMD] [IFSR] [IRAN-CON-ARMS-EO] [RUSSIA-EO14024,Iran,Additional Sanctions Information - Subject to Secondary Sanctions; Secondary sanctions risk: See Section 11 of Executive Order 14024.; National ID No. 14005441856 (Iran); Registration Number 483250 (Iran); Linked To: MINISTRY OF DEFENSE AND ARMED FORCES LOGISTICS.
FAN PARDAZAN,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
IRAN AVIATION INDUSTRIES ORGANIZATION,NPWMD] [IFSR] [IRAN-CON-ARMS-EO,,Additional Sanctions Information - Subject to Secondary Sanctions.
ERTEBAT GOSTAR NOVIN,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
EYVAZ TECHNIC MANUFACTURING COMPANY,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
MARO SANAT COMPANY,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
NAVID COMPOSITE MATERIAL COMPANY,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
NEGIN PARTO KHAVAR,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
AL-MULATHAMUN BATTALION,FTO] [SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'WITNESSES IN BLOOD'; a.k.a. 'MASKED MEN BRIGADE'; a.k.a. 'THE SENTINELS'."
LAHORE JAN SHANWARI EXCHANGE,SDNTK,Afghanistan,Afghan Money Service Provider License Number 093 (Afghanistan).
H Y J COMERCIALIZADORA INTERNACIONAL LTDA,SDNTK,Bogota,NIT # 830106350-0 (Colombia); Matricula Mercantil No 01200175 (Bogota).
COMERCIALIZADORA J DURANGO,SDNTK,Uraba,Matricula Mercantil No 57622 (Uraba).
INMOBILIARIA FER CADENA,SDNTK,Cali,Matricula Mercantil No 754962-2 (Cali).
LITOGRAFIA VARON,SDNTK,Cali,Matricula Mercantil No 566466-2 (Cali).
VARIEDADES BRITNEY,SDNTK,Cali,Matricula Mercantil No 606223-2 (Cali).
ANSAR AL-SHARI'A IN BENGHAZI,FTO] [SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'SUPPORTERS OF ISLAMIC LAW'."
ANSAR AL-SHARI'A IN DARNAH,FTO] [SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'SUPPORTERS OF ISLAMIC LAW'."
ANSAR AL-SHARI'A IN TUNISIA,FTO] [SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'SUPPORTERS OF ISLAMIC LAW'."
ADVANCE ELECTRICAL AND INDUSTRIAL TECHNOLOGIES SL,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; a.k.a. 'AEIT'.
TIVA SANAT GROUP,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions; Registration ID 878.
TIVA KARA CO. LTD.,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
TIVA POLYMER CO.,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
TIVA DARYA,NPWMD] [IFSR,,Additional Sanctions Information - Subject to Secondary Sanctions.
BLUE SKY AVIATION CO FZE,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
AVIA TRUST FZE,SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886."
KUDO-KAI,TCO,,
"PRODUCCION PESQUERA DONA MARIELA, S.A. DE C.V.",SDNTK,Mexico,R.F.C. PPD0103129Q2 (Mexico); Folio Mercantil No. 9974-2 (Mexico).
"TAIPEN, S.A. DE C.V.",SDNTK,Mexico,Folio Mercantil No. 33288-1 (Mexico); a.k.a. 'TAI PEN'.
LOS VALLES DRUG TRAFFICKING ORGANIZATION,SDNTK,,
INVERSIONES YOSARY,SDNTK,,
INVERSIONES LUISITO,SDNTK,,
INVERSIONES VALLE,SDNTK,,
FINCA LOS TRES REYES,SDNTK,,
"COMERCIALIZADORA Y FRIGORIFICOS DE LA PERLA DEL PACIFICO, S.A. DE C.V.",SDNTK,Mexico,R.F.C. CFP001109UM7 (Mexico).
BANK ROSSIYA,UKRAINE-EO13661,Russia,"SWIFT/BIC ROSYRU2P; Website www.abr.ru; Email Address bank@abr.ru; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027800000084 (Russia); Tax ID No. 7831000122 (Russia); Government Gazette Number 09804148 (Russia)."
ISLAMIC STATE OF IRAQ AND SYRIA - DEMOCRATIC REPUBLIC OF THE CONGO,FTO] [SDGT] [DRCONGO,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'ADF'; a.k.a. 'ADF/NALU'; a.k.a. 'ISIS-DRC'."
COMPRA VENTA GERPEZ,SDNTK,Colombia,Matricula Mercantil No 10375-1 (Colombia).
CHERNOMORNEFTEGAZ,UKRAINE-EO13660,,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; This designation refers to the entity in Crimea at the listed address only, and does not include its parent company."
ISIS-SINAI PROVINCE,FTO] [SDGT,,"Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886; a.k.a. 'ANSAR JERUSALEM'; a.k.a. 'SUPPORTERS OF JERUSALEM'; a.k.a. 'SUPPORTERS OF THE HOLY PLACE'; a.k.a. 'SINAI PROVINCE'; a.k.a. 'THE STATE OF SINAI'; a.k.a. 'ISIS-SP'."
BIESTRA S.A.,SDNTK,Colombia,NIT # 800227340-7 (Colombia).
GLOBANTY S.A.S.,SDNTK,Colombia,NIT # 900467096-6 (Colombia).
LILIANA ESQUENAZI M. & CIA. S. C. S.,SDNTK,Colombia,NIT # 800243259-5 (Colombia).
OOO VOLGA GROUP,UKRAINE-EO13661] [RUSSIA-EO14024,Russia,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7718989383 (Russia); Registration Number 1147746803049 (Russia)."
OOO TRANSOIL,UKRAINE-EO13661] [RUSSIA-EO14024,Russia,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Tax ID No. 7811139006 (Russia); Registration Number 1037825043200 (Russia); Linked To: TIMCHENKO, Gennady Nikolayevich."
AQUANIKA,UKRAINE-EO13661,,"Website http://www.aquanika.com; alt. Website http://aquanikacompany.ru; Email Address office@aquanika.com; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1075247000036."
INVESTCAPITALBANK,UKRAINE-EO13661,,"SWIFT/BIC INAKRU41; Website http://www.investcapitalbank.ru; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; License 2377."
CJSC ZEST,UKRAINE-EO13661,,"Website http://www.zest-leasing.ru; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027809190507; Government Gazette Number 44323193."
JSB SOBINBANK,UKRAINE-EO13661,,"SWIFT/BIC SBBARUMM; Website http://www.sobinbank.ru; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Registration ID 1027739051009; Government Gazette Number 09610355."
SAKHATRANS LLC,UKRAINE-EO13661,,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209."
AVIA GROUP LLC,UKRAINE-EO13661,,"Website http://www.avia-group.su/; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209."
AVIA GROUP NORD LLC,UKRAINE-EO13661,,"Website http://www.ag-nord.ru; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209."
STROYGAZMONTAZH,UKRAINE-EO13661,,"Website www.ooosgm.com; alt. Website www.ooosgm.ru; Email Address info@ooosgm.ru; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; a.k.a. 'SGM'."
SMP BANK,UKRAINE-EO13661] [RUSSIA-EO14024,Russia,"SWIFT/BIC SMBKRUMM; Website www.smpbank.ru; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; alt. Secondary sanctions risk: See Section 11 of Executive Order 14024.; Target Type Financial Institution; Tax ID No. 7750005482 (Russia); Government Gazette Number 56657657 (Russia); Registration Number 1097711000078 (Russia)."
STROYTRANSGAZ HOLDING,UKRAINE-EO13661,,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; a.k.a. 'STGH'."
STROYTRANSGAZ GROUP,UKRAINE-EO13661,,"Website www.stroytransgaz.ru; Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; a.k.a. 'STG GROUP'."
STROYTRANSGAZ OJSC,UKRAINE-EO13661,,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209."
STROYTRANSGAZ-M LLC,UKRAINE-EO13661,,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209."
STROYTRANSGAZ LLC,UKRAINE-EO13661,,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209."
THE LIMITED LIABILITY COMPANY INVESTMENT COMPANY ABROS,UKRAINE-EO13661,,"Secondary sanctions risk: Ukraine-/Russia-Related Sanctions Regulations, 31 CFR 589.201 and/or 589.209; Government Gazette Number 72426791; Telephone: 7812 3358979."
